ALL_Acidovorax_carolinensis_strain_NA2_NZ_CP021359,Acidovorax_carolinensis_strain_NA2_NZ_CP021359,Acidovorax_carolinensis_strain_NA2_plasmid_pACNA2_1_NZ_CP021360,ALL_Acidovorax_carolinensis_strain_P3_NZ_CP021362,Acidovorax_carolinensis_strain_P3_NZ_CP021362,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_3_NZ_CP021365,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_1_NZ_CP021363,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_2_NZ_CP021364,ALL_Acidovorax_carolinensis_strain_P4_NZ_CP021366,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_1_NZ_CP021367,Acidovorax_carolinensis_strain_P4_NZ_CP021366,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_3_NZ_CP021369,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_2_NZ_CP021368,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_4_NZ_CP021370,ALL_Acidovorax_citrulli_strain_M6_NZ_CP029373,Acidovorax_citrulli_strain_M6_NZ_CP029373,Acidovorax_citrulli_strain_M6_plasmid_pACM6_NZ_CP029374,ALL_Acidovorax_sp_JS42_NC_008782,Acidovorax_sp_JS42_plasmid_pAOVO01_NC_008765,Acidovorax_sp_JS42_plasmid_pAOVO02_NC_008766,Acidovorax_sp_JS42_NC_008782,ALL_Acidovorax_sp_T1_NZ_CP021648,Acidovorax_sp_T1_NZ_CP021648,Acidovorax_sp_T1_plasmid_p3_T1_NZ_CP021651,Acidovorax_sp_T1_plasmid_p2_T1_NZ_CP021650,Acidovorax_sp_T1_plasmid_p1_T1_NZ_CP021649,Acidovorax_avenae_subsp_avenae_ATCC_19860_NC_015138,Acidovorax_avenae_subsp_avenae_NZ_CP028302,Acidovorax_avenae_subsp_avenae_strain_AA78_5_NZ_CP028287,Acidovorax_avenae_subsp_avenae_strain_AA81_1_NZ_CP028288,Acidovorax_avenae_subsp_avenae_strain_AA99_2_NZ_CP028289,Acidovorax_avenae_subsp_avenae_strain_COLB1_CP028291,Acidovorax_avenae_subsp_avenae_strain_INDB2_CP028292,Acidovorax_avenae_subsp_avenae_strain_INV_CP028293,Acidovorax_avenae_subsp_avenae_strain_KL3_NZ_CP028294,Acidovorax_avenae_subsp_avenae_strain_MD5_NZ_CP028295,Acidovorax_avenae_subsp_avenae_strain_MDB1_CP028296,Acidovorax_avenae_subsp_avenae_strain_MOR_CP028297,Acidovorax_avenae_subsp_avenae_strain_NCT3_CP028298,Acidovorax_avenae_subsp_avenae_strain_QH1_CP028299,Acidovorax_avenae_subsp_avenae_strain_QHB1_CP028300,Acidovorax_avenae_subsp_avenae_strain_SH7_NZ_CP028303,Acidovorax_avenae_subsp_avenae_strain_Sa2_CP028301,Acidovorax_carolinensis_strain_NA3_chromosome_1_NZ_CP021361,Acidovorax_cattleyae_strain_CAT98_1_NZ_CP028290,Acidovorax_citrulli_AAC00_1_NC_008752,Acidovorax_citrulli_strain_KACC17005_NZ_CP023687,Acidovorax_ebreus_TPSY_NC_011992,Acidovorax_sp_1608163_NZ_CP033069,Acidovorax_sp_HDW3_NZ_CP049885,Acidovorax_sp_KKS102_NC_018708,Acidovorax_sp_RAC01_NZ_CP016447
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","APS58_RS13940, ,psos,aspartate/glutamate racemase family protein","APS58_RS13940, ,psos,aspartate/glutamate racemase family protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS05280, ,psos,aspartate/glutamate racemase family protein","C8244_RS04780, ,psos,aspartate/glutamate racemase family protein"," - , -","C8245_RS00750, ,psos,aspartate/glutamate racemase family protein"," - , -","C8234_03090, ,psos,Asp/Glu/hydantoin racemase","C8237_04200, ,psos,Asp/Glu/hydantoin racemase","C8239_04475, ,psos,Asp/Glu/hydantoin racemase","C8238_RS04520, ,psos,aspartate/glutamate racemase family protein","C8246_RS09690, ,psos,aspartate/glutamate racemase family protein"," - , -","C8236_04940, ,psos,Asp/Glu/hydantoin racemase"," - , -","C8248_04100, ,psos,Asp/Glu/hydantoin racemase"," - , -","C7Y68_RS05125, ,psos,aspartate/glutamate racemase family protein"," - , -"," - , -","C8240_RS04445, ,psos,aspartate/glutamate racemase family protein","AAVE_RS05385, ,psos,aspartate/glutamate racemase family protein","CQB05_RS15370, ,psos,aspartate/glutamate racemase family protein"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS24505, ,psos,hypothetical protein"," - , -"," - , -","C8245_RS26105, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C8240_RS21435, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","AJS_RS01115, ,psos,2-oxopent-4-enoate hydratase"," - , -"," - , -","AJS_RS01115, ,psos,2-oxopent-4-enoate hydratase"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS14915, ,psos,2-oxo-hepta-3-ene-1,7-dioic acid hydratase"," - , -","C8241_RS14520, ,psos,2-oxo-hepta-3-ene-1,7-dioic acid hydratase","C8245_RS15320, ,psos,2-oxo-hepta-3-ene-1,7-dioic acid hydratase"," - , -","C8234_09515, ,psos,2-oxo-hepta-3-ene-1,7-dioic acid hydratase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP34_RS01110, ,psos,2-oxopent-4-enoate hydratase","C8240_RS13775, ,psos,2-oxo-hepta-3-ene-1,7-dioic acid hydratase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","APS58_RS03125, ,psos,helix-turn-helix transcriptional regulator","APS58_RS03125, ,psos,helix-turn-helix transcriptional regulator"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS17385, ,psos,helix-turn-helix transcriptional regulator","C8244_RS14820, ,psos,helix-turn-helix transcriptional regulator","C8241_RS16290, ,psos,helix-turn-helix transcriptional regulator","C8245_RS12535, ,psos,helix-turn-helix transcriptional regulator","C8247_RS14445, ,psos,helix-turn-helix transcriptional regulator","C8234_11535, ,psos,phage repressor protein","C8237_14440, ,psos,phage repressor protein"," - , -","C8238_RS14960, ,psos,helix-turn-helix transcriptional regulator","C8246_RS22170, ,psos,helix-turn-helix transcriptional regulator"," - , -","C8236_14565, ,psos,phage repressor protein"," - , -"," - , -","C8242_13550, ,psos,phage repressor protein","C7Y68_RS15895, ,psos,helix-turn-helix transcriptional regulator","C8235_11935, ,psos,phage repressor protein"," - , -","C8240_RS15910, ,psos,helix-turn-helix transcriptional regulator","AAVE_RS17870, ,psos,helix-turn-helix transcriptional regulator","CQB05_RS06050, ,psos,helix-turn-helix transcriptional regulator"," - , -","EAG14_RS14405, ,psos,helix-turn-helix transcriptional regulator","G7045_RS10345, ,psos,helix-turn-helix transcriptional regulator"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS24725, ,psos,hypothetical protein","C8244_RS19830, ,psos,hypothetical protein"," - , -","C8245_RS25810, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -","C8246_RS21255, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","APS58_RS05785, ,psos,type II secretion system major pseudopilin GspG","APS58_RS05785, ,psos,type II secretion system major pseudopilin GspG"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS19980, ,psos,type II secretion system major pseudopilin GspG","C8244_RS17365, ,psos,type II secretion system major pseudopilin GspG"," - , -","C8245_RS09905, ,psos,type II secretion system major pseudopilin GspG","C8247_RS16650, ,psos,type II secretion system major pseudopilin GspG","C8234_13485, ,psos,type II secretion system protein GspG","C8237_16285, ,psos,type II secretion system protein GspG","C8239_15710, ,psos,type II secretion system protein GspG","C8238_RS16855, ,psos,type II secretion system major pseudopilin GspG","C8246_RS19410, ,psos,type II secretion system major pseudopilin GspG","C8232_11055, ,psos,type II secretion system protein GspG","C8236_16455, ,psos,type II secretion system protein GspG","C8243_16015, ,psos,type II secretion system protein GspG","C8248_15450, ,psos,type II secretion system protein GspG","C8242_15590, ,psos,type II secretion system protein GspG","C7Y68_RS17920, ,psos,type II secretion system major pseudopilin GspG","C8235_14090, ,psos,type II secretion system protein GspG","CBP34_RS02630, ,psos,type II secretion system major pseudopilin GspG","C8240_RS18265, ,psos,type II secretion system major pseudopilin GspG","AAVE_RS20705, ,psos,type II secretion system major pseudopilin GspG","CQB05_RS24130, ,psos,type II secretion system major pseudopilin GspG"," - , -","EAG14_RS18710, ,psos,type II secretion system major pseudopilin GspG","G7045_RS01300, ,psos,type II secretion system major pseudopilin GspG"," - , -","BSY15_RS10115, ,psos,type II secretion system major pseudopilin GspG"
"CBP33_RS00530, ,psos,hypothetical protein","CBP33_RS00530, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","APS58_RS10100, ,psos,hypothetical protein","APS58_RS10100, ,psos,hypothetical protein"," - , -","AJS_RS00475, ,psos,hypothetical protein"," - , -"," - , -","AJS_RS00475, ,psos,hypothetical protein","CCX87_RS00435, ,psos,hypothetical protein","CCX87_RS00435, ,psos,hypothetical protein"," - , -"," - , -"," - , -","ACAV_RS01090, ,psos,hypothetical protein","C8244_RS00690, ,psos,Fe-S oxidoreductase"," - , -","C8245_RS05000, ,psos,Fe-S oxidoreductase"," - , -","C8234_00615, ,psos,Fe-S oxidoreductase"," - , -","C8239_01115, ,psos,Fe-S oxidoreductase"," - , -","C8246_RS14435, ,psos,Fe-S oxidoreductase"," - , -","C8236_01160, ,psos,hypothetical protein"," - , -"," - , -","C8242_01090, ,psos,Fe-S oxidoreductase"," - , -","C8235_01165, ,psos,Fe-S oxidoreductase"," - , -"," - , -","AAVE_RS00925, ,psos,hypothetical protein"," - , -","DTPSY_RS00545, ,psos,hypothetical protein"," - , -","G7045_RS13930, ,psos,hypothetical protein","C380_RS00980, ,psos,hypothetical protein","BSY15_RS08045, ,psos,hypothetical protein"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","AJS_RS07915, ,psos,hypothetical protein"," - , -"," - , -","AJS_RS07915, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C8244_RS19920, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
"CBP33_RS06575, ,psos,alpha/beta fold hydrolase","CBP33_RS06575, ,psos,alpha/beta fold hydrolase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP36_RS07015, ,psos,alpha/beta fold hydrolase"," - , -","CBP36_RS07015, ,psos,alpha/beta fold hydrolase"," - , -"," - , -"," - , -","APS58_RS21000, ,psos,alpha/beta fold hydrolase","APS58_RS21000, ,psos,alpha/beta fold hydrolase"," - , -","AJS_RS08065, ,psos,alpha/beta hydrolase"," - , -"," - , -","AJS_RS08065, ,psos,alpha/beta hydrolase","CCX87_RS12490, ,psos,alpha/beta fold hydrolase","CCX87_RS12490, ,psos,alpha/beta fold hydrolase"," - , -"," - , -"," - , -","ACAV_RS14025, ,psos,alpha/beta fold hydrolase","C8244_RS11850, ,psos,alpha/beta fold hydrolase","C8241_RS13660, ,psos,alpha/beta fold hydrolase","C8245_RS16205, ,psos,alpha/beta fold hydrolase","C8247_RS12040, ,psos,alpha/beta fold hydrolase"," - , -","C8237_11685, ,psos,alpha/beta hydrolase","C8239_11805, ,psos,alpha/beta hydrolase","C8238_RS11990, ,psos,alpha/beta fold hydrolase","C8246_RS00380, ,psos,alpha/beta fold hydrolase","C8232_08005, ,psos,alpha/beta hydrolase","C8236_11665, ,psos,alpha/beta hydrolase"," - , -","C8248_10835, ,psos,alpha/beta hydrolase","C8242_11205, ,psos,alpha/beta hydrolase","C7Y68_RS13145, ,psos,alpha/beta fold hydrolase"," - , -","CBP34_RS06370, ,psos,alpha/beta fold hydrolase","C8240_RS12885, ,psos,alpha/beta fold hydrolase","AAVE_RS11480, ,psos,alpha/beta fold hydrolase"," - , -","DTPSY_RS10555, ,psos,alpha/beta hydrolase"," - , -","G7045_RS04315, ,psos,alpha/beta hydrolase"," - , -"," - , -"
"CBP33_RS08840, ,psos,HDOD domain-containing protein","CBP33_RS08840, ,psos,HDOD domain-containing protein"," - , -","CBP35_RS07430, ,psos,HDOD domain-containing protein","CBP35_RS07430, ,psos,HDOD domain-containing protein"," - , -"," - , -"," - , -","CBP36_RS11505, ,psos,HDOD domain-containing protein"," - , -","CBP36_RS11505, ,psos,HDOD domain-containing protein"," - , -"," - , -"," - , -","APS58_RS17640, ,psos,HDOD domain-containing protein","APS58_RS17640, ,psos,HDOD domain-containing protein"," - , -","AJS_RS08545, ,psos,HDOD domain-containing protein"," - , -"," - , -","AJS_RS08545, ,psos,HDOD domain-containing protein","CCX87_RS10685, ,psos,HDOD domain-containing protein","CCX87_RS10685, ,psos,HDOD domain-containing protein"," - , -"," - , -"," - , -","ACAV_RS08990, ,psos,HDOD domain-containing protein","C8244_RS07810, ,psos,HDOD domain-containing protein","C8241_RS08625, ,psos,HDOD domain-containing protein"," - , -","C8247_RS07495, ,psos,HDOD domain-containing protein"," - , -"," - , -","C8239_08235, ,psos,histidine kinase","C8238_RS07945, ,psos,HDOD domain-containing protein","C8246_RS05350, ,psos,HDOD domain-containing protein"," - , -"," - , -"," - , -","C8248_07305, ,psos,HDOD domain-containing protein"," - , -","C7Y68_RS08480, ,psos,HDOD domain-containing protein"," - , -","CBP34_RS08440, ,psos,HDOD domain-containing protein","C8240_RS08125, ,psos,HDOD domain-containing protein","AAVE_RS17075, ,psos,HDOD domain-containing protein","CQB05_RS11240, ,psos,HDOD domain-containing protein","DTPSY_RS10020, ,psos,HDOD domain-containing protein","EAG14_RS09055, ,psos,HDOD domain-containing protein","G7045_RS04290, ,psos,HDOD domain-containing protein","C380_RS10600, ,psos,HDOD domain-containing protein","BSY15_RS15885, ,psos,HDOD domain-containing protein"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP36_RS20980, ,psos,recombination-associated protein RdgC,IDENTICAL PARALOGS:,CBP36_RS21500,recombination-associated protein RdgC"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C380_RS10755, ,psos,recombination-associated protein RdgC"," - , -"
"CBP33_RS09670, ,psos,succinyl-diaminopimelate desuccinylase","CBP33_RS09670, ,psos,succinyl-diaminopimelate desuccinylase"," - , -","CBP35_RS09595, ,psos,succinyl-diaminopimelate desuccinylase","CBP35_RS09595, ,psos,succinyl-diaminopimelate desuccinylase"," - , -"," - , -"," - , -","CBP36_RS09340, ,psos,succinyl-diaminopimelate desuccinylase"," - , -","CBP36_RS09340, ,psos,succinyl-diaminopimelate desuccinylase"," - , -"," - , -"," - , -","APS58_RS00450, ,psos,succinyl-diaminopimelate desuccinylase","APS58_RS00450, ,psos,succinyl-diaminopimelate desuccinylase"," - , -","AJS_RS10330, ,psos,succinyl-diaminopimelate desuccinylase"," - , -"," - , -","AJS_RS10330, ,psos,succinyl-diaminopimelate desuccinylase","CCX87_RS09310, ,psos,succinyl-diaminopimelate desuccinylase","CCX87_RS09310, ,psos,succinyl-diaminopimelate desuccinylase"," - , -"," - , -"," - , -","ACAV_RS13520, ,psos,succinyl-diaminopimelate desuccinylase","C8244_RS11360, ,psos,succinyl-diaminopimelate desuccinylase","C8241_RS13100, ,psos,succinyl-diaminopimelate desuccinylase","C8245_RS16725, ,psos,succinyl-diaminopimelate desuccinylase","C8247_RS11530, ,psos,succinyl-diaminopimelate desuccinylase"," - , -","C8237_11195, ,psos,succinyl-diaminopimelate desuccinylase","C8239_11270, ,psos,succinyl-diaminopimelate desuccinylase","C8238_RS11480, ,psos,succinyl-diaminopimelate desuccinylase"," - , -","C8232_07515, ,psos,succinyl-diaminopimelate desuccinylase","C8236_11150, ,psos,succinyl-diaminopimelate desuccinylase"," - , -","C8248_10340, ,psos,succinyl-diaminopimelate desuccinylase","C8242_10615, ,psos,succinyl-diaminopimelate desuccinylase","C7Y68_RS12655, ,psos,succinyl-diaminopimelate desuccinylase"," - , -","CBP34_RS09265, ,psos,succinyl-diaminopimelate desuccinylase","C8240_RS12380, ,psos,succinyl-diaminopimelate desuccinylase","AAVE_RS12385, ,psos,succinyl-diaminopimelate desuccinylase"," - , -","DTPSY_RS09505, ,psos,succinyl-diaminopimelate desuccinylase","EAG14_RS09975, ,psos,succinyl-diaminopimelate desuccinylase","G7045_RS06115, ,psos,succinyl-diaminopimelate desuccinylase","C380_RS12230, ,psos,succinyl-diaminopimelate desuccinylase","BSY15_RS16830, ,psos,succinyl-diaminopimelate desuccinylase"
"CBP33_RS10590, ,psos,HD domain-containing protein","CBP33_RS10590, ,psos,HD domain-containing protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP36_RS10520, ,psos,HD domain-containing protein"," - , -","CBP36_RS10520, ,psos,HD domain-containing protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","AJS_RS09805, ,psos,HD domain-containing protein"," - , -"," - , -","AJS_RS09805, ,psos,HD domain-containing protein","CCX87_RS10290, ,psos,HD domain-containing protein","CCX87_RS10290, ,psos,HD domain-containing protein"," - , -"," - , -"," - , -","ACAV_RS12495, ,psos,HD domain-containing protein"," - , -","C8241_RS12085, ,psos,HD domain-containing protein","C8245_RS17940, ,psos,HD domain-containing protein","C8247_RS10465, ,psos,HD domain-containing protein"," - , -","C8237_10150, ,psos,phosphohydrolase","C8239_10865, ,psos,phosphohydrolase","C8238_RS11010, ,psos,HD domain-containing protein"," - , -"," - , -","C8236_10095, ,psos,phosphohydrolase","C8243_10680, ,psos,phosphohydrolase","C8248_09305, ,psos,phosphohydrolase","C8242_09625, ,psos,phosphohydrolase","C7Y68_RS11605, ,psos,HD domain-containing protein"," - , -","CBP34_RS10375, ,psos,HD domain-containing protein","C8240_RS11345, ,psos,HD domain-containing protein"," - , -"," - , -","DTPSY_RS08860, ,psos,HD domain-containing protein"," - , -"," - , -","C380_RS12980, ,psos,HD domain-containing protein"," - , -"
"CBP33_RS13245, ,psos,DNA mismatch repair endonuclease MutL","CBP33_RS13245, ,psos,DNA mismatch repair endonuclease MutL"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","APS58_RS15030, ,psos,DNA mismatch repair endonuclease MutL","APS58_RS15030, ,psos,DNA mismatch repair endonuclease MutL"," - , -","AJS_RS04915, ,psos,DNA mismatch repair endonuclease MutL"," - , -"," - , -","AJS_RS04915, ,psos,DNA mismatch repair endonuclease MutL","CCX87_RS05790, ,psos,DNA mismatch repair endonuclease MutL","CCX87_RS05790, ,psos,DNA mismatch repair endonuclease MutL"," - , -"," - , -"," - , -","ACAV_RS06460, ,psos,DNA mismatch repair endonuclease MutL","C8244_RS05875, ,psos,DNA mismatch repair endonuclease MutL","C8241_RS06330, ,psos,DNA mismatch repair endonuclease MutL","C8245_RS25115, ,psos,DNA mismatch repair endonuclease MutL","C8247_RS05505, ,psos,DNA mismatch repair endonuclease MutL","C8234_04185, ,psos,DNA mismatch repair endonuclease MutL","C8237_05315, ,psos,DNA mismatch repair endonuclease MutL"," - , -","C8238_RS05600, ,psos,DNA mismatch repair endonuclease MutL","C8246_RS08575, ,psos,DNA mismatch repair endonuclease MutL","C8232_02920, ,psos,DNA mismatch repair endonuclease MutL","C8236_06170, ,psos,DNA mismatch repair endonuclease MutL","C8243_05445, ,psos,DNA mismatch repair endonuclease MutL","C8248_05340, ,psos,DNA mismatch repair endonuclease MutL","C8242_04895, ,psos,DNA mismatch repair endonuclease MutL","C7Y68_RS06245, ,psos,DNA mismatch repair endonuclease MutL","C8235_04815, ,psos,DNA mismatch repair endonuclease MutL","CBP34_RS13790, ,psos,DNA mismatch repair endonuclease MutL","C8240_RS05700, ,psos,DNA mismatch repair endonuclease MutL","AAVE_RS06415, ,psos,DNA mismatch repair endonuclease MutL"," - , -","DTPSY_RS07350, ,psos,DNA mismatch repair endonuclease MutL","EAG14_RS05135, ,psos,DNA mismatch repair endonuclease MutL","G7045_RS03165, ,psos,DNA mismatch repair endonuclease MutL","C380_RS07755, ,psos,DNA mismatch repair endonuclease MutL","BSY15_RS13430, ,psos,DNA mismatch repair endonuclease MutL"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","AJS_RS13350, ,psos,phosphoglycerate dehydrogenase"," - , -"," - , -","AJS_RS13350, ,psos,phosphoglycerate dehydrogenase","CCX87_RS19080, ,psos,phosphoglycerate dehydrogenase"," - , -"," - , -"," - , -","CCX87_RS19080, ,psos,phosphoglycerate dehydrogenase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS12905, ,psos,hydroxyacid dehydrogenase"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","AJS_RS22015, ,psos,hypothetical protein"," - , -"," - , -","AJS_RS22015, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C8244_RS07030, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","APS58_RS00950, ,psos,dihydrofolate reductase","APS58_RS00950, ,psos,dihydrofolate reductase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS14890, ,psos,dihydrofolate reductase"," - , -"," - , -","C8245_RS15345, ,psos,dihydrofolate reductase"," - , -"," - , -"," - , -","C8239_17880, ,psos,deaminase"," - , -","C8246_RS24605, ,psos,dihydrofolate reductase"," - , -"," - , -"," - , -","C8248_11650, ,psos,deaminase"," - , -"," - , -"," - , -"," - , -"," - , -","AAVE_RS10710, ,psos,dihydrofolate reductase","CQB05_RS03845, ,psos,dihydrofolate reductase"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CCX87_RS01940, ,psos,type II toxin-antitoxin system HipA family toxin","CCX87_RS01940, ,psos,type II toxin-antitoxin system HipA family toxin"," - , -"," - , -"," - , -","ACAV_RS21950, ,psos,type II toxin-antitoxin system HipA family toxin","C8244_RS18645, ,psos,type II toxin-antitoxin system HipA family toxin"," - , -","C8245_RS07905, ,psos,type II toxin-antitoxin system HipA family toxin","C8247_RS17980, ,psos,type II toxin-antitoxin system HipA family toxin","C8234_15085, ,psos,toxin HipA","C8237_17790, ,psos,toxin HipA"," - , -","C8238_RS18560, ,psos,type II toxin-antitoxin system HipA family toxin","C8246_RS17200, ,psos,type II toxin-antitoxin system HipA family toxin"," - , -"," - , -"," - , -","C8248_17450, ,psos,toxin HipA"," - , -"," - , -","C8235_16000, ,psos,toxin HipA"," - , -"," - , -","AAVE_RS22470, ,psos,type II toxin-antitoxin system HipA family toxin","CQB05_RS22320, ,psos,type II toxin-antitoxin system HipA family toxin"," - , -"," - , -"," - , -"," - , -"," - , -"
