,ALL_Thiomonas_arsenitoxydans_strain_3As_NC_014145,ALL_Thiomonas_intermedia_K12_NC_014153,ALL_Thiomonas_intermedia_strain_ATCC_15466_NZ_CP020046,ALL_Thiomonas_sp_Bio17B3_chromosome_BIO17B3_NZ_LR131947,ALL_Thiomonas_sp_CB2_chromosome_CB2_NZ_LR131956,ALL_Thiomonas_sp_OC7_chromosome_OC7_NZ_LR131953,ALL_Thiomonas_sp_Sup16B3_chromosome_SUP16B3_NZ_LR131950,ALL_Thiomonas_sp_X19_chromosome_THIX_NZ_LT605203
BVH73_RS01820,0,1,0,1,1,1,1,1
GO970_RS18685,0,1,0,1,1,1,1,1
GO948_RS01955,0,1,0,1,1,1,1,1
TOC7_RS16835,0,1,0,1,1,1,1,1
GO985_RS13980,0,1,0,1,1,1,1,1
THIX_RS22635,0,1,0,1,1,1,1,1
THI_RS09945,0,1,0,1,1,1,1,1
TINT_RS08765,0,1,0,1,1,1,1,1
BVH73_RS13540,0,1,0,1,1,1,1,1
GO970_RS18075,0,1,0,1,1,1,1,1
GO948_RS00595,0,0,0,0,1,0,1,0
TOC7_RS18190,0,0,0,0,1,1,0,0
GO985_RS12620,1,1,1,1,1,1,1,0
THIX_RS13590,1,1,1,1,1,1,1,0
THI_RS13005,1,1,1,1,1,1,1,0
TINT_RS12185,1,1,1,1,1,1,1,0
BVH73_RS11155,1,1,1,1,1,1,1,0
GO970_RS14425,1,1,1,1,1,1,1,0
GO948_RS04250,1,1,1,1,1,1,1,0
TOC7_RS14525,1,1,1,1,1,1,1,0
GO985_RS16270,1,1,1,1,1,1,1,0
THIX_RS07710,1,1,1,1,1,1,1,0
THI_RS15730,1,1,1,1,1,1,1,0
TINT_RS14275,1,1,1,1,1,1,1,0
BVH73_RS06815,1,1,1,1,1,1,1,0
GO970_RS07385,1,1,1,1,1,1,1,0
GO948_RS11215,1,1,1,1,1,1,1,0
TOC7_RS07400,1,1,1,1,1,1,1,0
GO985_RS04680,1,1,1,1,1,1,1,0
THIX_RS05465,1,1,1,1,1,1,1,0
THI_RS16245,1,1,1,1,1,1,1,0
TINT_RS14885,1,1,1,1,1,1,1,0
BVH73_RS07230,1,1,1,1,1,1,1,0
GO970_RS07840,1,1,1,1,1,1,1,0
GO948_RS10760,1,1,1,1,1,1,1,0
TOC7_RS07860,1,1,1,1,1,1,1,0
GO985_RS04225,1,1,1,1,1,1,1,0
THIX_RS07720,1,1,1,1,1,1,1,0
THI_RS01300,1,1,1,1,1,1,1,0
TINT_RS01210,1,1,1,1,1,1,1,0
BVH73_RS09745,1,1,1,1,1,1,1,0
GO970_RS10660,1,1,1,1,1,1,1,0
GO948_RS07975,1,1,1,1,1,1,1,0
TOC7_RS10690,1,1,1,1,1,1,1,0
GO985_RS01400,1,1,1,1,1,1,1,0
THIX_RS04315,1,1,1,1,1,1,1,0
THI_RS12290,1,1,1,1,1,1,1,0
TINT_RS11535,1,1,1,1,1,1,1,0
BVH73_RS11785,1,1,1,1,1,1,1,0
GO970_RS15065,1,1,1,1,1,1,1,0
GO948_RS03610,1,1,1,1,1,1,1,0
TOC7_RS15165,1,1,1,1,1,1,1,0
GO985_RS15630,1,1,1,1,1,1,1,0
THIX_RS06365,1,1,1,1,1,1,1,0
THI_RS14675,1,1,1,1,1,1,1,0
TINT_RS13290,1,1,1,1,1,1,1,0
BVH73_RS02600,1,1,1,1,1,1,1,0
GO970_RS06410,1,1,1,1,1,1,1,0
GO948_RS12190,1,1,1,1,1,1,1,0
TOC7_RS06410,1,1,1,1,1,1,1,0
GO985_RS05660,1,1,1,1,1,1,1,0
THIX_RS08990,1,1,1,1,1,1,1,0
THI_RS00115,1,1,1,1,1,1,1,0
TINT_RS00125,1,1,1,1,1,1,1,0
BVH73_RS08625,1,1,1,1,1,1,1,0
GO970_RS09580,1,1,1,1,1,1,1,0
GO948_RS09060,1,1,1,1,1,1,1,0
TOC7_RS09590,1,1,1,1,1,1,1,0
GO985_RS02485,1,1,1,1,1,1,1,0
THIX_RS20815,1,1,1,1,1,1,1,0
THI_RS03865,1,1,1,1,1,1,1,0
TINT_RS03335,1,1,1,1,1,1,1,0
BVH73_RS04660,1,1,1,1,1,1,1,0
GO970_RS13820,1,1,1,1,1,1,1,0
GO948_RS04825,1,1,1,1,1,1,1,0
TOC7_RS13880,1,1,1,1,1,1,1,0
GO985_RS16865,1,1,1,1,1,1,1,0
THIX_RS02410,1,1,1,1,1,1,1,0
THI_RS05825,1,1,1,1,1,1,1,0
TINT_RS05100,1,1,1,1,1,1,1,0
BVH73_RS13200,1,1,1,1,1,1,1,0
GO970_RS03805,1,1,1,1,1,1,1,0
GO948_RS14800,1,1,1,1,1,1,1,0
TOC7_RS03780,1,1,1,1,1,1,1,0
GO985_RS08255,1,1,1,1,1,1,1,0
THIX_RS06840,1,1,1,1,1,1,1,0
THI_RS08085,1,1,1,1,1,1,1,0
TINT_RS08185,1,1,1,1,1,1,1,0
BVH73_RS14955,1,1,1,1,1,1,1,0
GO970_RS01035,1,1,1,1,1,1,1,0
GO948_RS17555,1,1,1,1,1,1,1,0
TOC7_RS01025,1,1,1,1,1,1,1,0
GO985_RS11015,1,1,1,1,1,1,1,0
THIX_RS05275,1,1,1,1,1,1,1,0
THI_RS12250,1,1,1,1,1,1,1,0
TINT_RS11495,1,1,1,1,1,1,1,0
BVH73_RS11830,1,1,1,1,1,1,1,0
GO970_RS15105,1,1,1,1,1,1,1,0
GO948_RS03570,1,1,1,1,1,1,1,0
TOC7_RS15205,1,1,1,1,1,1,1,0
GO985_RS15590,1,1,1,1,1,1,1,0
THIX_RS06405,1,1,1,1,1,1,1,0
THI_RS00165,1,1,1,1,1,1,1,0
TINT_RS00175,1,1,1,1,1,1,1,0
BVH73_RS08675,1,1,1,1,1,1,1,0
GO970_RS09630,1,1,1,1,1,1,1,0
GO948_RS09010,1,1,1,1,1,1,1,0
TOC7_RS09640,1,1,1,1,1,1,1,0
GO985_RS02435,1,1,1,1,1,1,1,0
THIX_RS02635,1,1,1,1,1,1,1,0
THI_RS05170,1,1,1,1,1,1,1,0
TINT_RS04440,1,1,1,1,1,1,1,0
BVH73_RS12395,1,1,1,1,1,1,1,0
GO970_RS04475,1,1,1,1,1,1,1,0
GO948_RS14130,1,1,1,1,1,1,1,0
TOC7_RS04450,1,1,1,1,1,1,1,0
GO985_RS07585,1,1,1,1,1,1,1,0
THIX_RS05775,1,1,1,1,1,1,1,0
THI_RS05175,1,1,1,1,1,1,1,0
TINT_RS04445,1,1,1,1,1,1,1,0
BVH73_RS12400,1,1,1,1,1,1,1,0
GO970_RS04470,1,1,1,1,1,1,1,0
GO948_RS14135,1,1,1,1,1,1,1,0
TOC7_RS04445,1,1,1,1,1,1,1,0
GO985_RS07590,1,1,1,1,1,1,1,0
THIX_RS17610,1,1,1,1,1,1,1,0
THI_RS06890,1,1,1,1,1,1,1,0
TINT_RS05935,1,1,1,1,1,1,1,0
BVH73_RS00560,1,1,1,1,1,1,1,0
GO970_RS02135,1,1,1,1,1,1,1,0
GO948_RS16455,1,1,1,1,1,1,1,0
TOC7_RS02125,1,1,1,1,1,1,1,0
GO985_RS09915,1,1,1,1,1,1,1,0
THIX_RS00740,1,1,1,1,1,1,1,0
THI_RS11095,1,1,1,1,1,1,1,0
TINT_RS10445,1,1,1,1,1,1,1,0
BVH73_RS02195,1,1,1,1,1,1,1,0
GO970_RS16135,1,1,1,1,1,1,1,0
GO948_RS02540,1,1,1,1,1,1,1,0
TOC7_RS16235,1,1,1,1,1,1,1,0
GO985_RS14560,1,1,1,1,1,1,1,0
THIX_RS23295,1,1,1,1,1,1,1,0
THI_RS14015,1,1,1,1,1,1,1,0
TINT_RS13185,1,1,1,1,1,1,1,0
BVH73_RS10270,1,1,1,1,1,1,1,0
GO970_RS06310,1,1,1,1,1,1,1,0
GO948_RS12290,1,1,1,1,1,1,1,0
TOC7_RS06310,1,1,1,1,1,1,1,0
GO985_RS05760,1,1,1,1,1,1,1,0
THIX_RS02185,1,1,1,1,1,1,1,0
THI_RS14800,1,1,1,1,1,1,1,0
TINT_RS13385,1,1,1,1,1,1,1,0
BVH73_RS10220,1,1,1,1,1,1,1,0
GO970_RS06505,1,1,1,1,1,1,1,0
GO948_RS12095,1,1,1,1,1,1,1,0
TOC7_RS06505,1,1,1,1,1,1,1,0
GO985_RS05565,1,1,1,1,1,1,1,0
THIX_RS03730,1,1,1,1,1,1,1,0
THI_RS02590,1,1,1,1,1,1,1,0
TINT_RS02385,1,1,1,1,1,1,1,0
BVH73_RS02845,1,1,1,1,1,1,1,0
GO970_RS12715,1,1,1,1,1,1,1,0
GO948_RS05930,1,1,1,1,1,1,1,0
TOC7_RS12775,1,1,1,1,1,1,1,0
GO985_RS17970,1,1,1,1,1,1,1,0
THIX_RS07375,1,1,1,1,1,1,1,0
THI_RS07630,1,1,1,1,1,1,1,0
TINT_RS06730,1,1,1,1,1,1,1,0
BVH73_RS14690,1,1,1,1,1,1,1,0
GO970_RS01340,1,1,1,1,1,1,1,0
GO948_RS17250,1,1,1,1,1,1,1,0
TOC7_RS01330,1,1,1,1,1,1,1,0
GO985_RS10710,1,1,1,1,1,1,1,0
THIX_RS06425,1,1,1,1,1,1,1,0
THI_RS11005,1,1,1,1,1,1,1,0
TINT_RS10355,1,1,1,1,1,1,1,0
BVH73_RS02115,1,1,1,1,1,1,1,0
GO970_RS16225,1,1,1,1,1,1,1,0
GO948_RS02450,1,1,1,1,1,1,1,0
TOC7_RS16325,1,1,1,1,1,1,1,0
GO985_RS14470,1,1,1,1,1,1,1,0
THIX_RS17530,1,1,1,1,1,1,1,0
THI_RS11610,1,1,1,1,1,1,1,0
TINT_RS10960,1,1,1,1,1,1,1,0
BVH73_RS03505,1,1,1,1,1,1,1,0
GO970_RS15580,1,1,1,1,1,1,1,0
GO948_RS03095,1,1,1,1,1,1,1,0
TOC7_RS15680,1,1,1,1,1,1,1,0
GO985_RS15115,1,1,1,1,1,1,1,0
THIX_RS19915,1,1,1,1,1,1,1,0
THI_RS12945,1,1,1,1,1,1,1,0
TINT_RS12125,1,1,1,1,1,1,1,0
BVH73_RS11215,1,1,1,1,1,1,1,0
GO970_RS14475,1,1,1,1,1,1,1,0
GO948_RS04200,1,1,1,1,1,1,1,0
TOC7_RS14575,1,1,1,1,1,1,1,0
GO985_RS16220,1,1,1,1,1,1,1,0
THIX_RS07790,1,1,1,1,1,1,1,0
THI_RS00005,1,1,1,1,1,1,1,0
TINT_RS00015,1,1,1,1,1,1,1,0
BVH73_RS08260,1,1,1,1,1,1,1,0
GO970_RS09320,1,1,1,1,1,1,1,0
GO948_RS09295,1,1,1,1,1,1,1,0
TOC7_RS09335,1,1,1,1,1,1,1,0
GO985_RS02740,1,1,1,1,1,1,1,0
THIX_RS02000,1,1,1,1,1,1,1,0
THI_RS12335,1,1,1,1,1,1,1,0
TINT_RS11580,1,1,1,1,1,1,1,0
BVH73_RS11740,1,1,1,1,1,1,1,0
GO970_RS15020,1,1,1,1,1,1,1,0
GO948_RS03655,1,1,1,1,1,1,1,0
TOC7_RS15120,1,1,1,1,1,1,1,0
GO985_RS15675,1,1,1,1,1,1,1,0
THIX_RS06320,1,1,1,1,1,1,1,0
THI_RS12480,1,1,1,1,1,1,1,0
TINT_RS11725,1,1,1,1,1,1,1,0
BVH73_RS11595,1,1,1,1,1,1,1,0
GO970_RS14875,1,1,1,1,1,1,1,0
GO948_RS03800,1,1,1,1,1,1,1,0
TOC7_RS14975,1,1,1,1,1,1,1,0
GO985_RS15820,1,1,1,1,1,1,1,0
THIX_RS06190,1,1,1,1,1,1,1,0
THI_RS15490,1,1,1,1,1,1,1,0
TINT_RS14050,1,1,1,1,1,1,1,0
BVH73_RS06580,1,1,1,1,1,1,1,0
GO970_RS07160,1,1,1,1,1,1,1,0
GO948_RS11440,1,1,1,1,1,1,1,0
TOC7_RS07175,1,1,1,1,1,1,1,0
GO985_RS04905,1,1,1,1,1,1,1,0
THIX_RS02500,1,1,1,1,1,1,1,0
THI_RS01835,1,1,1,1,1,1,1,0
TINT_RS01795,1,1,1,1,1,1,1,0
BVH73_RS05760,1,1,1,1,1,1,1,0
GO970_RS11375,1,1,1,1,1,1,1,0
GO948_RS07255,1,1,1,1,1,1,1,0
TOC7_RS11430,1,1,1,1,1,1,1,0
GO985_RS00685,1,1,1,1,1,1,1,0
THIX_RS04775,1,1,1,1,1,1,1,0
THI_RS02950,1,1,1,1,1,1,1,0
TINT_RS02630,1,1,1,1,1,1,1,0
BVH73_RS05545,1,1,1,1,1,1,1,0
GO970_RS12910,1,1,1,1,1,1,1,0
GO948_RS05735,1,1,1,1,1,1,1,0
TOC7_RS12970,1,1,1,1,1,1,1,0
GO985_RS17775,1,1,1,1,1,1,1,0
THIX_RS05050,1,1,1,1,1,1,1,0
THI_RS03385,1,1,1,1,1,1,1,0
TINT_RS02900,1,1,1,1,1,1,1,0
BVH73_RS05115,1,1,1,1,1,1,1,0
GO970_RS13335,1,1,1,1,1,1,1,0
GO948_RS05310,1,1,1,1,1,1,1,0
TOC7_RS13395,1,1,1,1,1,1,1,0
GO985_RS17350,1,1,1,1,1,1,1,0
THIX_RS20460,1,1,1,1,1,1,1,0
THI_RS17575,1,1,1,1,1,1,1,0
TINT_RS15970,1,1,1,1,1,1,1,0
BVH73_RS08220,1,1,1,1,1,1,1,0
GO970_RS09280,1,1,1,1,1,1,1,0
GO948_RS09335,1,1,1,1,1,1,1,0
TOC7_RS09295,1,1,1,1,1,1,1,0
GO985_RS02780,1,1,1,1,1,1,1,0
THIX_RS02050,1,1,1,1,1,1,1,0
THI_RS04355,1,1,1,1,1,1,1,0
TINT_RS03665,1,1,1,1,1,1,1,0
BVH73_RS04375,1,1,1,1,1,1,1,0
GO970_RS05235,1,1,1,1,1,1,1,0
GO948_RS13370,1,1,1,1,1,1,1,0
TOC7_RS05210,1,1,1,1,1,1,1,0
GO985_RS06825,1,1,1,1,1,1,1,0
THIX_RS08080,1,1,1,1,1,1,1,0
THI_RS07045,1,1,1,1,1,1,1,0
TINT_RS06095,1,1,1,1,1,1,1,0
BVH73_RS00390,1,1,1,1,1,1,1,0
GO970_RS01975,1,1,1,1,1,1,1,0
GO948_RS16615,1,1,1,1,1,1,1,0
TOC7_RS01965,1,1,1,1,1,1,1,0
GO985_RS10075,1,1,1,1,1,1,1,0
THIX_RS00585,1,1,1,1,1,1,1,0
THI_RS10875,1,1,1,1,1,1,1,0
TINT_RS10145,1,1,1,1,1,1,1,0
BVH73_RS02010,1,1,1,1,1,1,1,0
GO970_RS16310,1,1,1,1,1,1,1,0
GO948_RS02355,1,1,1,1,1,1,1,0
TOC7_RS16415,1,1,1,1,1,1,1,0
GO985_RS14380,1,1,1,1,1,1,1,0
THIX_RS22370,1,1,1,1,1,1,1,0
THI_RS12915,1,1,1,1,1,1,1,0
TINT_RS12095,1,1,1,1,1,1,1,0
BVH73_RS11245,1,1,1,1,1,1,1,0
GO970_RS14505,1,1,1,1,1,1,1,0
GO948_RS04170,1,1,1,1,1,1,1,0
TOC7_RS14605,1,1,1,1,1,1,1,0
GO985_RS16190,1,1,1,1,1,1,1,0
THIX_RS06955,1,1,1,1,1,1,1,0
THI_RS07355,1,1,1,1,1,1,1,0
TINT_RS06450,1,1,1,1,1,1,1,0
BVH73_RS14415,1,1,1,1,1,1,1,0
GO970_RS01620,1,1,1,1,1,1,1,0
GO948_RS16970,1,1,1,1,1,1,1,0
TOC7_RS01610,1,1,1,1,1,1,1,0
GO985_RS10430,1,1,1,1,1,1,1,0
THIX_RS11725,1,1,1,1,1,1,1,0
THI_RS08300,1,1,1,1,1,1,1,0
TINT_RS07120,1,1,1,1,1,1,1,0
BVH73_RS15130,1,1,1,1,1,1,1,0
GO970_RS00835,1,1,1,1,1,1,1,0
GO948_RS17755,1,1,1,1,1,1,1,0
TOC7_RS00825,1,1,1,1,1,1,1,0
GO985_RS11215,1,1,1,1,1,1,1,0
THIX_RS17555,1,1,1,1,1,1,1,0
THI_RS08765,1,1,1,1,1,1,1,0
TINT_RS07595,1,1,1,1,1,1,1,0
BVH73_RS00165,1,1,1,1,1,1,1,0
GO970_RS00355,1,1,1,1,1,1,1,0
GO948_RS18235,1,1,1,1,1,1,1,0
TOC7_RS00345,1,1,1,1,1,1,1,0
GO985_RS11690,1,1,1,1,1,1,1,0
THIX_RS13245,1,1,1,1,1,1,1,0
THI_RS10415,1,1,1,1,1,1,1,0
TINT_RS09215,1,1,1,1,1,1,1,0
BVH73_RS01335,1,1,1,1,1,1,1,0
GO970_RS02955,1,1,1,1,1,1,1,0
GO948_RS15630,0,0,0,1,1,1,1,0
TOC7_RS02950,0,0,0,1,1,1,1,0
GO985_RS09090,0,0,0,1,1,1,1,0
THIX_RS15460,0,0,0,1,1,1,1,0
THI_RS09900,0,0,0,1,1,1,1,0
TINT_RS08720,0,0,0,1,1,1,1,0
BVH73_RS13595,0,0,0,1,1,1,1,0
GO970_RS18125,0,0,0,1,1,1,1,0
GO948_RS00545,0,0,0,1,1,1,1,0
TOC7_RS18240,0,0,0,1,1,1,1,0
GO985_RS12570,0,0,0,1,1,1,1,0
THIX_RS17155,0,0,0,1,1,1,1,0
THI_RS06940,0,0,0,1,1,1,1,0
TINT_RS05985,0,0,0,1,1,1,1,0
BVH73_RS00510,0,0,0,1,1,1,1,0
GO970_RS02085,0,0,0,1,1,1,1,0
GO948_RS16505,0,0,0,1,1,1,1,0
TOC7_RS02075,0,0,0,1,1,1,1,0
GO985_RS09965,0,0,0,1,1,1,1,0
THIX_RS00690,0,0,0,1,1,1,1,0
THI_RS17250,0,0,0,1,1,1,1,0
TINT_RS15700,0,0,0,1,1,1,1,0
BVH73_RS07885,0,0,0,1,1,1,1,0
GO970_RS09055,0,0,0,1,1,1,1,0
GO948_RS09560,0,0,0,1,1,1,1,0
TOC7_RS09070,0,0,0,1,1,1,1,0
GO985_RS03005,0,0,0,1,1,1,1,0
THIX_RS03255,0,0,0,1,1,1,1,0
THI_RS06110,0,0,0,1,1,1,1,0
TINT_RS05290,0,0,0,1,1,1,1,0
BVH73_RS12990,0,0,0,1,1,1,1,0
GO970_RS03615,0,0,0,1,1,1,1,0
GO948_RS14990,0,0,0,1,1,1,1,0
TOC7_RS03590,0,0,0,1,1,1,1,0
GO985_RS08445,0,0,0,1,1,1,1,0
THIX_RS09495,0,0,0,1,1,1,1,0
THI_RS07785,0,0,0,1,1,1,1,0
TINT_RS06885,0,0,0,1,1,1,1,0
BVH73_RS00215,0,0,0,1,1,1,1,0
GO970_RS01180,0,0,0,1,1,1,1,0
GO948_RS17410,0,0,0,1,1,1,1,0
TOC7_RS01170,0,0,0,1,1,1,1,0
GO985_RS10870,0,0,0,1,1,1,1,0
THIX_RS10585,0,0,0,1,1,1,1,0
THI_RS17045,0,0,0,1,1,1,1,0
TINT_RS15530,0,0,0,1,1,1,1,0
BVH73_RS07705,0,0,0,1,1,1,1,0
GO970_RS08885,0,0,0,1,1,1,1,0
GO948_RS09730,0,0,0,1,1,1,1,0
TOC7_RS08900,0,0,0,1,1,1,1,0
GO985_RS03175,0,0,0,1,1,1,1,0
THIX_RS21210,0,0,0,1,1,1,1,0
THI_RS05235,0,0,0,1,1,1,1,0
TINT_RS04500,0,0,0,1,1,1,1,0
BVH73_RS12465,0,0,0,1,1,1,1,0
GO970_RS04405,0,0,0,1,1,1,1,0
GO948_RS14200,0,0,0,1,1,1,1,0
TOC7_RS04380,0,0,0,1,1,1,1,0
GO985_RS07655,0,0,0,1,1,1,1,0
THIX_RS15010,0,0,0,1,1,1,1,0
THI_RS11060,0,0,0,1,1,1,1,0
TINT_RS10410,0,0,0,1,1,1,1,0
BVH73_RS02160,0,0,0,1,1,1,1,0
GO970_RS16170,0,0,0,1,1,1,1,0
GO948_RS02505,0,0,0,1,1,1,1,0
TOC7_RS16270,0,0,0,1,1,1,1,0
GO985_RS14525,0,0,0,1,1,1,1,0
THIX_RS18675,0,0,0,1,1,1,1,0
THI_RS14680,0,0,0,1,1,1,1,0
TINT_RS13295,0,0,0,1,1,1,1,0
BVH73_RS02595,0,0,0,1,1,1,1,0
GO970_RS06415,0,0,0,1,1,1,1,0
GO948_RS12185,0,0,0,1,1,1,1,0
TOC7_RS06415,0,0,0,1,1,1,1,0
GO985_RS05655,0,0,0,1,1,1,1,0
THIX_RS08995,0,0,0,1,1,1,1,0
THI_RS16125,0,0,0,1,1,1,1,0
TINT_RS14765,0,0,0,1,1,1,1,0
BVH73_RS07180,0,0,0,1,1,1,1,0
GO970_RS07720,0,0,0,1,1,1,1,0
GO948_RS10880,0,0,0,1,1,1,1,0
TOC7_RS07740,0,0,0,1,1,1,1,0
GO985_RS04345,0,0,0,1,1,1,1,0
THIX_RS00405,0,0,0,1,1,1,1,0
THI_RS00875,0,0,0,1,1,1,1,0
TINT_RS00850,0,0,0,1,1,1,1,0
BVH73_RS09470,0,0,0,1,1,1,1,0
GO970_RS10235,0,0,0,1,1,1,1,0
GO948_RS08405,0,0,0,1,1,1,1,0
TOC7_RS10260,0,0,0,1,1,1,1,0
GO985_RS01830,0,0,0,1,1,1,1,0
THIX_RS02970,0,0,0,1,1,1,1,0
THI_RS01365,0,0,0,1,1,1,1,0
TINT_RS01275,0,0,0,1,1,1,1,0
BVH73_RS06095,0,0,0,1,1,1,1,0
GO970_RS10810,0,0,0,1,1,1,1,0
GO948_RS07825,0,0,0,1,1,1,1,0
TOC7_RS10840,0,0,0,1,1,1,1,0
GO985_RS01250,0,0,0,1,1,1,1,0
THIX_RS01865,0,0,0,1,1,1,1,0
THI_RS05875,0,0,0,1,1,1,1,0
TINT_RS05150,0,0,0,1,1,1,1,0
BVH73_RS13250,0,0,0,1,1,1,1,0
GO970_RS03755,0,0,0,1,1,1,1,0
GO948_RS14850,0,0,0,1,1,1,1,0
TOC7_RS03730,0,0,0,1,1,1,1,0
GO985_RS08305,0,0,0,1,1,1,1,0
THIX_RS06890,0,0,0,1,1,1,1,0
THI_RS11255,0,0,0,1,1,1,1,0
TINT_RS10605,0,0,0,1,1,1,1,0
BVH73_RS02355,0,0,0,1,1,1,1,0
GO970_RS15965,0,0,0,1,1,1,1,0
GO948_RS02710,0,0,0,1,1,1,1,0
TOC7_RS16065,0,0,0,1,1,1,1,0
GO985_RS14730,0,0,0,1,1,1,1,0
THIX_RS17390,0,0,0,1,1,1,1,0
THI_RS12685,0,0,0,1,1,1,1,0
TINT_RS11865,0,0,0,1,1,1,1,0
BVH73_RS11460,0,0,0,1,1,1,1,0
GO970_RS14735,0,0,0,1,1,1,1,0
GO948_RS03940,0,0,0,1,1,1,1,0
TOC7_RS14835,0,0,0,1,1,1,1,0
GO985_RS15960,0,0,0,1,1,1,1,0
THIX_RS07175,0,0,0,1,1,1,1,0
THI_RS15060,0,0,0,1,1,1,1,0
TINT_RS13620,0,0,0,1,1,1,1,0
BVH73_RS09915,0,0,0,1,1,1,1,0
GO970_RS06720,0,0,0,1,1,1,1,0
GO948_RS11880,0,0,0,1,1,1,1,0
TOC7_RS06720,0,0,0,1,1,1,1,0
GO985_RS05350,0,0,0,1,1,1,1,0
THIX_RS04195,0,0,0,1,1,1,1,0
THI_RS01530,0,0,0,1,1,1,1,0
TINT_RS01465,0,0,0,1,1,1,1,0
BVH73_RS05970,0,0,0,1,1,1,1,0
GO970_RS10995,0,0,0,1,1,1,1,0
GO948_RS07640,0,0,0,1,1,1,1,0
TOC7_RS11025,0,0,0,1,1,1,1,0
GO985_RS01065,0,0,0,1,1,1,1,0
THIX_RS04085,0,0,0,1,1,1,1,0
THI_RS03095,0,0,0,1,1,1,1,0
TINT_RS02760,0,0,0,1,1,1,1,0
BVH73_RS05405,0,0,0,1,1,1,1,0
GO970_RS13055,0,0,0,1,1,1,1,0
GO948_RS05590,0,0,0,1,1,1,1,0
TOC7_RS13115,0,0,0,1,1,1,1,0
GO985_RS17630,0,0,0,1,1,1,1,0
THIX_RS14150,0,0,0,1,1,1,1,0
THI_RS10350,0,0,0,1,1,1,1,0
TINT_RS09160,0,0,0,1,1,1,1,0
BVH73_RS01200,0,0,0,1,1,1,1,0
GO970_RS02885,0,0,0,1,1,1,1,0
GO948_RS15700,0,0,0,1,1,1,1,0
TOC7_RS02880,0,0,0,1,1,1,1,0
GO985_RS09160,0,0,0,1,1,1,1,0
THIX_RS16580,0,0,0,1,1,1,1,0
THI_RS02115,0,0,0,1,1,1,1,0
TINT_RS02145,0,0,0,1,1,1,1,0
BVH73_RS03170,0,0,0,1,1,1,1,0
GO970_RS11665,0,0,0,1,1,1,1,0
GO948_RS06965,0,0,0,1,1,1,1,0
TOC7_RS11720,0,0,0,1,1,1,1,0
GO985_RS00395,0,0,0,1,1,1,1,0
THIX_RS19100,0,0,0,1,1,1,1,0
THI_RS06800,0,0,0,1,1,1,1,0
TINT_RS05855,0,0,0,1,1,1,1,0
BVH73_RS00650,0,0,0,1,1,1,1,0
GO970_RS02215,0,0,0,1,1,1,1,0
GO948_RS16375,0,0,0,1,1,1,1,0
TOC7_RS02205,0,0,0,1,1,1,1,0
GO985_RS09835,0,0,0,1,1,1,1,0
THIX_RS00830,0,0,0,1,1,1,1,0
THI_RS07040,0,0,0,1,1,1,1,0
TINT_RS06090,0,0,0,1,1,1,1,0
BVH73_RS00395,0,0,0,1,1,1,1,0
GO970_RS01980,0,0,0,1,1,1,1,0
GO948_RS16610,0,0,0,1,1,1,1,0
TOC7_RS01970,0,0,0,1,1,1,1,0
GO985_RS10070,0,0,0,1,1,1,1,0
THIX_RS00590,0,0,0,1,1,1,1,0
THI_RS07200,0,0,0,1,1,1,1,0
TINT_RS06300,0,0,0,1,1,1,1,0
BVH73_RS14325,0,0,0,1,1,1,1,0
GO970_RS01770,0,0,0,1,1,1,1,0
GO948_RS16820,0,0,0,1,1,1,1,0
TOC7_RS01760,0,0,0,1,1,1,1,0
GO985_RS10280,0,0,0,1,1,1,1,0
THIX_RS07390,0,0,0,1,1,1,1,0
THI_RS09310,0,0,0,1,1,1,1,0
TINT_RS08255,0,0,0,1,1,1,1,0
BVH73_RS14135,0,0,0,1,1,1,1,0
GO970_RS00280,0,0,0,1,1,1,1,0
GO948_RS18310,0,0,0,1,1,1,1,0
TOC7_RS00265,0,0,0,1,1,1,1,0
GO985_RS11765,0,0,0,1,1,1,1,0
THIX_RS17690,0,0,0,1,1,1,1,0
THI_RS15400,0,0,0,1,1,1,1,0
TINT_RS13960,0,0,0,1,1,1,1,0
BVH73_RS06485,0,0,0,1,1,1,1,0
GO970_RS07060,0,0,0,1,1,1,1,0
GO948_RS11540,0,0,0,1,1,1,1,0
TOC7_RS07060,0,0,0,1,1,1,1,0
GO985_RS05010,0,0,0,1,1,1,1,0
THIX_RS03170,0,0,0,1,1,1,1,0
THI_RS00100,0,0,0,1,1,1,1,0
TINT_RS00110,0,0,0,1,1,1,1,0
BVH73_RS08610,0,0,0,1,1,1,1,0
GO970_RS09565,0,0,0,1,1,1,1,0
GO948_RS09075,0,0,0,1,1,1,1,0
TOC7_RS09575,0,0,0,1,1,1,1,0
GO985_RS02500,0,0,0,1,1,1,1,0
THIX_RS03435,0,0,0,1,1,1,1,0
THI_RS01980,0,0,0,1,1,1,1,0
TINT_RS01940,0,0,0,1,1,1,1,0
BVH73_RS05610,0,0,0,1,1,1,1,0
GO970_RS11530,0,0,0,1,1,1,1,0
GO948_RS07100,0,0,0,1,1,1,1,0
TOC7_RS11585,0,0,0,1,1,1,1,0
GO985_RS00530,0,0,0,1,1,1,1,0
THIX_RS04985,0,0,0,1,1,1,1,0
THI_RS02905,0,0,0,1,1,1,1,0
TINT_RS02585,0,0,0,1,1,1,1,0
BVH73_RS05590,0,0,0,1,1,1,1,0
